Object Name,Form ID,Editor ID,Category
Barthel Gernand's House,0002375C,CropsfordBarthelGernandsHouse,CELL
Basement Test Set,0001C9E8,TestBasement,CELL
Bawn,00016628,Bawn,CELL
Bawn Latta,0009DE73,Bawn03,CELL
Bawn Loria,0009DE75,Bawn02,CELL
Bay Roan Stables,0001B7BE,BravilStable,CELL
Bazur Gro-Gharz's House,0003041A,CheydinhalGharzHouse,CELL
Bedrock Break,000149A0,BedrockBreak,CELL
Beelei's House,000158B1,SEDeepwallowBeeleisHouse,CELL
Belda,00016630,Belda,CELL
Belda Lor,0002443E,Belda02,CELL
Beldaburo,00016631,Beldaburo,CELL
Beldaburo Anga,000279F3,Beldaburo02,CELL
Belletor's Folly,00015C36,BelletorsFolly,CELL
Belletor's Folly Cavern,000579EA,BelletorsFolly03,CELL
Belletor's Folly Mines,000579EB,BelletorsFolly02,CELL
Beneath the Bloodworks,00096AC4,ImperialSewerSystemArena,CELL
Benirus Manor,0001D35F,AnvilBenirusManorHaunted,CELL
Benirus Manor Basement,000147B1,AnvilBenirusManorBasement,CELL
Bensamsi,01480137,Bensamsi,CELL
"Bensiberib Camp, Odaishah's Yurt",01480138,BensiberibSCampVSOdaishahAsSYurt,CELL
Beran Ancestral Tomb,01480139,BeranSAncestralSTomb,CELL
Berandas,0148004F,Berandas,CELL
"Berandas, Keep, Bottom Level",0148013A,BerandasVSKeepVSBottomSLevel,CELL
"Berandas, Keep, Top Level",0148013B,BerandasVSKeepVSTopSLevel,CELL
"Berandas, Propylon Chamber",0148013C,BerandasVSPropylonSChamber,CELL
"Berandas, Underground",0148013D,BerandasVSUnderground,CELL
Bernadette Peneles' House,00027D4B,SkingradBernadettePenelesHouse,CELL
Beshara,0148013E,Beshara,CELL
Best Goods and Guarantees,0003053A,LeyawiinBestGoodsAndGuarantees,CELL
Betto Plotius' House,00030526,LeyawiinBettoPlotiusHouse,CELL
Biene Amelion's House,00031567,WatersEdgeBieneAmelionsHouse,CELL
Big Head's House,00012313,SENSBigHeadsHouse,CELL
Big Head's House Upstairs,00012312,SENSBigHeadsHouseUpstairs,CELL
Big Head's Shack,0148013F,BigSHeadAsSShack,CELL
Bincals' House,0003134C,CropsfordBincalsHouse,CELL
Black Balconies of Fieldhouse,0005C626,FieldhouseCave03,CELL
Black Horse Courier,0002C15E,ICMarketDistrictBlackHorseCourier,CELL
Black Horse Courier Basement,0004B958,ICMarketDistrictBlackHorseCourierBasement,CELL
Black Horse Courier Upstairs Offices,0004B950,ICMarketDistrictBlackHorseCourierUpstairs,CELL
Black Rock Caverns,000180B3,BlackRockCaverns,CELL
Black Rock Caverns,00009B73,BlackRockCavernsLight7,CELL
Black Rock Main Chamber,0001C4FE,BlackRockCaverns02,CELL
Black Waterside Stables,0004F551,CheydinhalBlackWatersideStables,CELL
Blackroot Lair,00010A45,XPBlackrootLair01,CELL
"Blackroot Lair, Channel",00010A41,XPBlackrootLair03,CELL
"Blackroot Lair, Inner Encampment",00010A73,XPBlackrootLair04,CELL
"Blackroot Lair, Outer Encampment",00010A50,XPBlackrootLair02,CELL
"Blackroot Lair, Tunnels",00010A6B,XPBlackrootLair05,CELL
Blackwood Company Hall,00030530,LeyawiinBlackwoodCompanyHall,CELL
Blackwood Company Hall Basement,0003B1E5,LeyawiinBlackwoodTreeRoom,CELL
Blackwood Company Training Hall,00032F01,LeyawiinBlackwoodCompanyTrainingHall,CELL
Bleak Flats Cave,0002D741,BleakFlatsCave,CELL
Bleak Flats Cave,0003E2D4,XXXRANDOMCave01,CELL
Bleak Mine,00015C3F,BleakMine,CELL
Bleaker's Way Goodwill Inn,00031498,BleakersWayGoodwillInn,CELL
Blood Well,00090666,DAPeryiteSmallTower01,CELL
Blood Well,00099C23,MS13OblivionSmallTower01,CELL
Blood Well,00091C74,OblivionMqKvatchSmallTower04,CELL
Blood Well,0003E50C,OblivionRD001Tower02,CELL
Blood Well,0004BD02,OblivionRD003Tower02Left,CELL
Blood Well,0004BD01,OblivionRD003Tower02Right,CELL
Blood Well,00053F3F,OblivionRD006TowerLeft,CELL
Bloodcrust Cavern,00003990,BloodcrustCavern,CELL
Bloodmayne Cave,00014988,BloodmayneCave,CELL
Bloodmayne Cave Labyrinth,00048EDF,BloodmayneCave02,CELL
Bloodrun Cave,0003E2A3,BloodRunCave,CELL
Book Warehouse,00029571,WarehouseBooks,CELL
Books of Bliss,00012321,SENSBooksofBliss,CELL
Books of Bliss Upstairs,00012320,SENSBooksofBlissUpstairs,CELL
Borba's Goods and Stores,0003042A,CheydinhalBorbasGoodsandStores,CELL
Borba's Goods and Stores Basement,0009228B,CheydinhalBorbasGoodsandStoresBasement,CELL
Border Watch Inn,00093CE0,BorderWatchInn,CELL
Boreal Stone Cave,00038577,BorealStoneCave,CELL
Bradon Lirrians Basement,0003A870,BrumaBradonLirriansBasement,CELL
Bradon Lirrian's House,000302E8,BrumaBradonLirriansHouse,CELL
Bramblepoint Cave,000149A4,BramblepointCave,CELL
Bravil Chapel Undercroft,0003542D,BravilChapelUndercroft,CELL
Bravil Fighters Guild Basement,0000A2B9,BravilFightersGuildBasement,CELL
Bravil Fighter's Guild Second Floor,00051B90,BravilFightersGuild2ndFloor,CELL
Bravil Fighter's Guild Third Floor,00051B8E,BravilFightersGuild3rdFloor,CELL
Bravil Mages Guild,0002CA2F,BravilMagesGuild,CELL
Bravil Mages Guild 2nd Floor,0000A2BC,BravilMagesGuild2ndFloor,CELL
Bravil Mages Guild 3rd Floor,00051B8F,BravilMagesGuild3rdFloor,CELL
Bravil Mages Guild Basement,0000A2BA,BravilMagesGuildBasement,CELL
Bravil Wizard's Grotto,000863F8,BravilWizardsGrotto,CELL
Bravil Wizard's Lair,00086AF7,BravilWizardsLair,CELL
Breakneck Cave,000149AA,BreakneckCave,CELL
Breakneck Cave Inner Chamber,000A7950,BreakneckCave03,CELL
Brellach,0001033C,XPBrellach03Extra,CELL
"Brellach, Font of Rebirth",00010348,XPBrellach05,CELL
"Brellach, Hall of Devotion",00010362,XPBrellach04,CELL
"Brellach, Hall of Honor",0001032C,XPBrellach01,CELL
"Brellach, Hall of Reverence",00010358,XPBrellach02,CELL
Brina Cross,00015E20,XXXDELETEME,CELL
Brina Cross Inn,0002DC01,BrinaCrossInn,CELL
Brithaur's House,000122FF,SENSBrithaursHouse,CELL
Brithaur's House Upstairs,000122FE,SENSBrithaursHouseUpstairs,CELL
Brittlerock Cave,00002E3D,BrittlerockCave,CELL
Brittlerock Lower Passages,0003F8BD,BrittlerockCave02,CELL
Broken Promises Cave,000A0414,BrokenPromisesCave,CELL
Brotch Calus' House,000302E1,BrumaBrotchCalusHouse,CELL
Bruma Caverns,0001E6A2,BrumaCaverns,CELL
Bruma Fighters Guild,000302ED,BrumaFightersGuild,CELL
Bruma House Test,0001540D,TestBrumaHouseInt,CELL
Bruma Mages Guild,000260CD,BrumaMagesGuild,CELL
Bruma Mages Guild,00009C80,BrumaMagesGuildDestroyed,CELL
Bruscus Dannus' House,000158B2,SEHighcrossBruscusDannusHouse,CELL
Bthanchend,01480140,Bthanchend,CELL
Bthuand,01480141,Bthuand,CELL
Bthungthumz,01480142,Bthungthumz,CELL
Buckmoth Legion Fort,0148003C,BuckmothSLegionSFort,CELL
"Buckmoth Legion Fort, Interior",01480143,BuckmothSLegionSFortVSInterior,CELL
"Buckmoth Legion Fort, Prison",01480144,BuckmothSLegionSFortVSPrison,CELL
"Buckmoth Legion Fort, Towers",01480145,BuckmothSLegionSFortVSTowers,CELL
Cadlew Chapel,000313B0,CadlewChapel,CELL
Caldana Monrius' House,0001230F,SENSCaldanaMonirusHouse,CELL
Caldana Monrius' House Upstairs,0001230E,SENSCaldanaMonirusHouseUpstairs,CELL
Caldera,0148003D,Caldera,CELL
Caldera Mine,01480146,CalderaSMine,CELL
"Caldera, Bashuk gra-Bat's House",01480147,CalderaVSBashukSgraTBatAsSHouse,CELL
"Caldera, Canodia Felannus' House",01480148,CalderaVSCanodiaSFelannusASHouse,CELL
"Caldera, Dro'Shavir's House",01480149,CalderaVSDroAShavirAsSHouse,CELL
"Caldera, Elmussa Damori's House",0148014A,CalderaVSElmussaSDamoriAsSHouse,CELL
"Caldera, Falanaamo: Clothier",0148014B,CalderaVSFalanaamoXSClothier,CELL
"Caldera, Ghorak Manor",0148014C,CalderaVSGhorakSManor,CELL
"Caldera, Governor's Hall",0148014D,CalderaVSGovernorAsSHall,CELL
"Caldera, Guild of Mages",0148014E,CalderaVSGuildSofSMages,CELL
"Caldera, Hodlismod: Armorer",0148014F,CalderaVSHodlismodXSArmorer,CELL
"Caldera, Irgola: Pawnbroker",01480150,CalderaVSIrgolaXSPawnbroker,CELL
"Caldera, Keel-Raniur's House",01480151,CalderaVSKeelTRaniurAsSHouse,CELL
"Caldera, Mining Bunkhouse",01480152,CalderaVSMiningSBunkhouse,CELL
"Caldera, Mining Company Office",01480153,CalderaVSMiningSCompanySOffice,CELL
"Caldera, Mining Guard Tower",01480154,CalderaVSMiningSGuardSTower,CELL
"Caldera, Nedhelas' House",01480155,CalderaVSNedhelasASHouse,CELL
"Caldera, North Guard Towers",01480156,CalderaVSNorthSGuardSTowers,CELL
"Caldera, Odairan Ashummi-Ammus' House",01480157,CalderaVSOdairanSAshummiTAmmusASHouse,CELL
"Caldera, Shenk's Shovel",01480158,CalderaVSShenkAsSShovel,CELL
"Caldera, Slave Shack One",01480159,CalderaVSSlaveSShackSOne,CELL
"Caldera, Slave Shack Two",0148015A,CalderaVSSlaveSShackSTwo,CELL
"Caldera, South Guard Towers",0148015B,CalderaVSSouthSGuardSTowers,CELL
"Caldera, Surane Leoriane's House",0148015C,CalderaVSSuraneSLeorianeAsSHouse,CELL
"Caldera, Valvius Mevureius' House",0148015D,CalderaVSValviusSMevureiusASHouse,CELL
"Caldera, Verick Gemain: Trader",0148015E,CalderaVSVerickSGemainXSTrader,CELL
"Cann, Amphitheater",00010340,XPCann02,CELL
"Cann, Arena",0001034F,XPCann04,CELL
"Cann, Arena Substratum",00010332,XPCann05,CELL
"Cann, Halls of Tranquility",0001036B,XPCann03,CELL
"Cann, The Great Hall",0001035C,XPCann01,CELL
Capstone Cave,000149BB,CapstoneCave,CELL
Capstone Great Cavern,000A145D,CapstoneCave02,CELL
Captain's Cabin,0003ED42,ICWaterfrontMarieElenaCaptainsCabin,CELL
Carac Agaialor,0001FB1E,ParadiseCamoranFortress,CELL
Carandial's House,0002FF4E,BravilCarandialHouse,CELL
Casta Scribonia's Basement,00025C41,ChorrolCastaScriboniasBasement,CELL
Casta Scribonia's House,00000828,ChorrolCastaScriboniasHouse,CELL
Castle Barracks,00007946,AnvilCastleBarracks,CELL
Castle Bravil Barracks,00031A4F,BravilCastleBarracks,CELL
Castle Bravil Dining Hall,0004CB0C,BravilCastleDiningHall,CELL
Castle Bravil Dungeon,00031A51,BravilCastleDungeon,CELL
Castle Bravil Great Hall,0002FF50,BravilCastleGreatHall,CELL
Castle Bravil Servant's Quarters,0004CB0D,BravilCastleServantsQuarters,CELL
Castle Bruma Barracks,0002DB9A,BrumaCastleBarracks,CELL
Castle Bruma Dungeon,000517AE,BrumaCastleDungeon,CELL
Castle Chorrol Arch Tower,00025FDD,ChorrolCastleTowerBL2,CELL
Castle Chorrol Barracks,00028990,ChorrolCastleBarracks,CELL
Castle Chorrol Dungeon,0002898E,ChorrolCastleDungeon,CELL
Castle Chorrol East Tower,000262EA,ChorrolCastleTowerFR,CELL
Castle Chorrol Great Hall,0002898F,ChorrolCastleGreatHall,CELL
Castle Chorrol North Tower,00026058,ChorrolCastleTowerBR,CELL
Castle Chorrol Private Quarters,00028993,ChorrolCastlePrivateQuarters,CELL
Castle Chorrol Private Quarters,00115F5F,ChorrolCastlePrivateQuarters02,CELL
Castle Chorrol South Tower,000262BE,ChorrolCastleTowerFL,CELL
Castle Chorrol Wall Tower East View,00025CF5,ChorrolCastleTowerR2,CELL
Castle Chorrol Wall Tower North View,00025DC2,ChorrolCastleTowerR1,CELL
Castle Chorrol West Tower,00026059,ChorrolCastleTowerBL,CELL
Castle Kvatch Passageway,00027676,KvatchCastlePassageway,CELL
Castle Leyawiin Basement,00048BD5,LeyawiinCastleBasement,CELL
Castle Leyawiin County Hall,0001C646,LeyawiinCastleCountyHall,CELL
Castle Leyawiin Dungeon,0001C62E,LeyawiinCastleDungeon,CELL
Castle Leyawiin Servants' Quarters,00048BD6,LeyawiinCastleServantsQuarters,CELL
Castle Skingrad Barracks,0002D165,SkingradCastleBarracks,CELL
Castle Skingrad County Hall,00027D59,SkingradCastleSkingrad,CELL
Castle Skingrad Courtyard,00001BCA,SkingradCastleCourtyard,CELL
Castle Skingrad Dining Hall,0002EEA0,SkingradCastleDiningHall,CELL
Castle Skingrad Dungeon,0002A0D0,SkingradCastleDungeon,CELL
Castle Skingrad Living Quarters,0002A0CE,SkingradCastleLivingQuarters,CELL
Castle Skingrad Lord's Manor,0002A0CF,SkingradCastleLordsManor,CELL
Castle Skingrad South Hall,0002D164,SkingradCastleSouthHall,CELL
Castle Skingrad Wine Cellar,0002D619,SkingradCastleWineCellar,CELL
Castle Varaldo Interior,00031562,CastleVaraldo,CELL
Catacombs,00090AC1,JakbenTombInterior,CELL
Catacombs of The Temple of The Moth,0009215E,TempleMothCatacombs02,CELL
Cave Collision Testing Area,0009DE92,TestDan,CELL
Cave Exterior entrances,0011939E,WarehouseCaveEntrance,CELL
Cave Tomb Warehouse,000988A8,WarehouseCaveTombNecro,CELL
Cavern of the Incarnate,0148015F,CavernSofStheSIncarnate,CELL
Caverns,00038B49,TestCameronCave,CELL
Caverns,00034E1D,TestCave01,CELL
Caverns,000034FF,TestCave02,CELL
Caverns,00034E1E,TestCave03,CELL
Caverns of Susurration,00010A4B,XPGardens05,CELL
Caverns of the Abused,0003E50B,OblivionRD001Caves,CELL
Ceyatatar,0001662F,Ceyatatar,CELL
Ceyatatar Gorigarlas,000CA702,Ceyatatar02,CELL
Ceyatatar Gorihame,000CA701,Ceyatatar03,CELL
Chair testing,0002ECC6,TestChairs,CELL
Chamber of the Lost,00035C31,SkingradCastleChamberOfTheLost,CELL
Chapel Hall,00034EC2,AnvilChapelHall,CELL
Chapel Hall,0003542C,BravilChapelGreatHall,CELL
Chapel Hall,00035FC3,BrumaChapelHall,CELL
Chapel Hall,00035031,CheydinhalChapelHall,CELL
Chapel Hall,00027809,ChorrolChapelHall,CELL
Chapel Hall,00027807,KvatchChapelHall,CELL
Chapel Hall,0003502E,LeyawiinChapelHall,CELL
Chapel Hall,0002DC0B,SkingradChapelHall,CELL
Chapel of Akatosh,0002A24B,KvatchChapelofAkatosh,CELL
Chapel of Dibella,000308CD,AnvilChapelofDibella,CELL
Chapel of Stendarr,0000080A,ChorrolChapelOfStendarr,CELL
Chapel of the Brethren,000280AC,HackdirtChapel,CELL
Chapel Undercroft,00034EC1,AnvilChapelUndercroft,CELL
Chapel Undercroft,00035FC4,BrumaChapelUndercroft,CELL
Chapel Undercroft,00035030,CheydinhalChapelUndercroft,CELL
Chapel Undercroft,0002780A,ChorrolChapelUndercroft,CELL
Chapel Undercroft,00027808,KvatchChapelUndercroft,CELL
Chapel Undercroft,0003502F,LeyawiinChapelUndercroft,CELL
Chapel Undercroft,0002DC0A,SkingradChapelUndercroft,CELL
Character Stuff Wonderland,01480160,CharacterSStuffSWonderland,CELL
Charcoal Cave,0001499D,CharcoalCave,CELL
Charcoal Cave - Abandoned Tunnels,0008B332,CharcoalCave02,CELL
Charcoal Cave - Bandit Lair,0008B333,CharcoalCave03,CELL
Chestnut Handy Stables,00067A36,ICChestnutHandyStables,CELL
Cheydinhal Bridge Inn,00030213,CheydinhalBridgeInn,CELL
Cheydinhal Bridge Inn Basement,00095349,CheydinhalBridgeInnBasement,CELL
Cheydinhal Castle County Hall,00031B59,CheydinhalCastleCountyHall,CELL
Cheydinhal Castle Dungeon,00030426,CheydinhalCastleDungeon,CELL
Cheydinhal Castle Great Hall,00031B55,CheydinhalCastleGreatHall,CELL
Cheydinhal Castle Guard Barracks,00031B58,CheydinhalCastleGuardBarracks,CELL
Cheydinhal Castle Private Quarters,00031B56,CheydinhalCastlePrivateQuarters,CELL
Cheydinhal Fighter's Guild,00030425,CheydinhalFightersGuild,CELL
Cheydinhal Fighters Guild Basement,0000691B,CheydinhalFightersGuildBasement,CELL
Cheydinhal Lords' Private Quarters,0001EC36,CheydinhalCastleLordsQuarters,CELL
Chironasium,0002C175,ICArcaneUniversityEnchantingCenter,CELL
Chironasium Upper Level,0008440C,ICArcaneUniversityEnchantingCenterUpstairs,CELL
Chorrol Castle Gate Tower,00028156,ChorrolGateBRandBL,CELL
Chorrol Fighters Guild Basement,0001C93F,ChorrolFightersGuildBasement,CELL
Chorrol Fighters Guild Tower,0001C793,ChorrolFightersGuildTower,CELL
Chorrol Mages Guild,00000885,ChorrolMagesGuild,CELL
"Chun-Ook, Cabin",01480161,ChunTOokVSCabin,CELL
"Chun-Ook, Lower Level",01480162,ChunTOokVSLowerSLevel,CELL
"Chun-Ook, Upper Level",01480163,ChunTOokVSUpperSLevel,CELL
Cindanwe's House,000158AC,SEFellmoorCindanwesHouse,CELL
Cingor's House,00030529,LeyawiinCingorsHouse,CELL
City Swimmer's House,0002FF4B,BravilCitySwimmerHouse,CELL
City Watch Barracks,0000BFB6,AnvilTownGuardBarracks,CELL
City Watch Barracks,00035327,LeyawiinCityWatchBarracks,CELL
Clarabella Lower Deck,00094930,AnvilTheSeaTubClarabellaLowerDeck,CELL
Clarabella Mid Deck,0009492F,AnvilTheSeaTubClarabellaMidDeck,CELL
Claudius Arcadia's Basement,0003C3BE,ICTalosPlazaClaudiusArcadiasHouseBasement,CELL
Claudius Arcadia's House,0002C1A9,ICTalosPlazaClaudiusArcadiasHouse,CELL
Claudius Arcadia's Private Quarters,0003AD15,ICTalosPlazaClaudiusArcadiasHouseUpstairs,CELL
Clothing Warehouse,00010551,WarehouseClothes,CELL
Cloud Ruler Temple East Wing,00000ADD,CloudRulerTempleEastWing,CELL
Cloud Ruler Temple Great Hall,000313AE,CloudRulerTempleGreatHall,CELL
Cloud Ruler Temple West Wing,0003FE50,CloudRulerTempleWestWing,CELL
Clutter Crates and Boxes,0005D55B,WarehouseFortRuinsxxxCLUTTERarrCrates,CELL
Clutter Warehouse - Everything Must Go!,01480164,ClutterSWarehouseSTSEverythingSMustSGoX,CELL
Coast Guard Station,00030525,LeyawiinCoastGuardStation,CELL
Collapsed Mine,00015C3C,CollapsedMine,CELL
Collapsed Mine - Breakthrough,000579E9,CollapsedMine02,CELL
Collapsed Mine - Breakthrough,000055BC,TestKurtDetection,CELL
Colovian Traders,00027D5D,SkingradColovianTraders,CELL
Combat AI Warehouse,000224F7,WarehouseCombatAI,CELL
Common Treasures,00012323,SENSCommonTreasures,CELL
Common Treasures Upstairs,00012322,SENSCommonTreasuresUpstairs,CELL
Conservatorium Corpusculum,00010A5F,XPGardens04,CELL
Container Testing Warehouse,0001DBEA,WarehouseContainer,CELL
Corprusarium,01480165,Corprusarium,CELL
Corprusarium Bowels,01480166,CorprusariumSBowels,CELL
Corpserot Prison,00010A5A,XPCorpserotPassage01,CELL
Corridors of Dark Salvation,00056198,MQ10BrumaHall02,CELL
Corridors of Dark Salvation,000230E7,MS13OblivionHall02,CELL
Corridors of Dark Salvation,00085E4F,OblivionMqKvatchCitadelHall02,CELL
Corridors of Dark Salvation,000489B4,OblivionRD002Hall02,CELL
Corridors of Dark Salvation,0004F07C,OblivionRD004CitadelMainHall03,CELL
Corridors of Dark Salvation,00051DD1,OblivionRDCitadel01Hall03,CELL
Corridors of Dark Salvation,0004E4DC,OblivionRDCitadel03Hall03,CELL
Corridors of Dark Salvation,0004C9BD,OblivionRDCitadel04Hall02,CELL
Corridors of Dark Salvation,0005D8F1,OblivionRDCitadel05Hall01,CELL
Count's Quarters,0002CDCC,KvatchCastleKingsQuarters,CELL
Cracked Wood Cave,0002FE34,CrackedWoodCave,CELL
Crayfish Capillaries,0008B331,CrayfishCave02,CELL
Crayfish Cave,000149AF,CrayfishCave,CELL
Crayfish Soggy Bottom,0008B32E,CrayfishCave05,CELL
Crayfish Steep,0008B32F,CrayfishCave04,CELL
Crayfish Vents,0008B330,CrayfishCave03,CELL
Creature Testing Hall,00028808,WarehouseCreatures,CELL
Crime Warehouse,0002A087,WarehouseCrime,CELL
Crowhaven,00015E3E,Crowhaven01,CELL
Crowhaven Burial Halls,0002C6F5,Crowhaven02,CELL
Crumbling Mine,00015C2D,CrumblingMine,CELL
Crypt,0005053F,SENSDementiaGraveyardCrypt,CELL
Crypt of Rielle,000A04EA,Rielle02,CELL
Crypt Of The Night Mother,0002FF44,BravilCryptOfTheNightMother,CELL
Culotte,00016644,Culotte,CELL
Cursed Mine,00015C31,CursedMine,CELL
Cursed Mine Breakdown Chambers,000579E7,CursedMine02,CELL
Cursed Mine Lower Galleries,000579E6,CursedMine03,CELL
Cutter's Weapons,0001231F,SENSCuttersWeapons,CELL
Cutter's Weapons Upstairs,0001231E,SENSCuttersWeaponsUpstairs,CELL
Cylarne,00010356,XPCylarne01,CELL
"Cylarne, Altar of Despair",00080EED,XPCylarne01Altar,CELL
"Cylarne, Underdeep",00010351,XPCylarne02,CELL
Cyronin Sintav's Basement,00047CA8,ICElvenGardensCyroninSintavsHouseBasement,CELL
Cyronin Sintav's House,0002C1BF,ICElvenGardensCyroninSintavsHouse,CELL
Cyronin Sintav's Private Quarters,00047C9C,ICElvenGardensCyroninSintavsHouseUpstairs,CELL
Daedric Citadel,00047AEE,TestCitadelLighting,CELL
Dagon Fel,0148001A,DagonSFel,CELL
"Dagon Fel, Andre Maul's Tower",01480167,DagonSFelVSAndreSMaulAsSTower,CELL
"Dagon Fel, Anja Swift-Sailer's House",01480168,DagonSFelVSAnjaSSwiftTSailerAsSHouse,CELL
"Dagon Fel, End of the World Renter Rooms",01480169,DagonSFelVSEndSofStheSWorldSRenterSRooms,CELL
"Dagon Fel, Fanar Fork-Beard's House",0148016A,DagonSFelVSFanarSForkTBeardAsSHouse,CELL
"Dagon Fel, Fjorrod's House",0148016B,DagonSFelVSFjorrodAsSHouse,CELL
"Dagon Fel, Greidil Half-Troll's House",0148016C,DagonSFelVSGreidilSHalfTTrollAsSHouse,CELL
"Dagon Fel, Heifnir: Trader",0148016D,DagonSFelVSHeifnirXSTrader,CELL
"Dagon Fel, Hurg's House",0148016E,DagonSFelVSHurgAsSHouse,CELL
"Dagon Fel, Itar the Gentle's House",0148016F,DagonSFelVSItarStheSGentleAsSHouse,CELL
"Dagon Fel, Mette's House",01480170,DagonSFelVSMetteAsSHouse,CELL
"Dagon Fel, Onmi Hard-mouth's House",01480171,DagonSFelVSOnmiSHardTmouthAsSHouse,CELL
"Dagon Fel, Sorkvild's Tower",01480172,DagonSFelVSSorkvildAsSTower,CELL
"Dagon Fel, The End of the World",01480173,DagonSFelVSTheSEndSofStheSWorld,CELL
"Dagon Fel, Vacant Tower",01480174,DagonSFelVSVacantSTower,CELL
"Dagon Fel, Watch Tower",01480175,DagonSFelVSWatchSTower,CELL
Dagon Shrine,000338EB,LakeArriusShrineDagon,CELL
Dagon Shrine,0003347A,TestShrine,CELL
Dagoth Ur,0148002C,DagothSUr,CELL
"Dagoth Ur, Facility Cavern",01480176,DagothSUrVSFacilitySCavern,CELL
"Dagoth Ur, Inner Facility",01480177,DagothSUrVSInnerSFacility,CELL
"Dagoth Ur, Inner Tower",01480178,DagothSUrVSInnerSTower,CELL
"Dagoth Ur, Lower Facility",01480179,DagothSUrVSLowerSFacility,CELL
"Dagoth Ur, Outer Facility",0148017A,DagothSUrVSOuterSFacility,CELL
Damian Magius Quarters,00032687,ICWaterfrontImpTradingCoOfficeUpstairs,CELL
Dar Jee's House,00030532,LeyawiinDarJeesHouse,CELL
Dareleth Ancestral Tomb,0148017B,DarelethSAncestralSTomb,CELL
Dareloth's Basement,0004BF32,ICWaterfrontDarelothsHouseBasement,CELL
Dareloth's House,0004BF34,ICWaterfrontDarelothsHouse,CELL
Dark Brotherhood Living Quarters,0004B94F,CheydinhalSanctuaryQuarters,CELL
Dark Brotherhood Sanctuary,00025031,CheydinhalSanctuary,CELL
Dark Brotherhood Training Room,0004CF47,CheydinhalSanctuaryTrainingRoom,CELL
Dark Fissure,00014999,DarkFissure,CELL
Dark Fissure Inner Sanctum,0008371D,DarkFissure03,CELL
Dark Fissure Tunnels,0005B2A9,DarkFissure02,CELL
Darkfathom Cave,00033C7D,DarkfathomCave,CELL
Dasek Moor,00015E3B,DasekMoor,CELL
Dasek Moor Maleboge,0005F25E,DasekMoor03,CELL
Dasek Moor Tombs,0005F25F,DasekMoor02,CELL
Dead Halls,00051DD2,OblivionRDCitadel01Hall02,CELL
Dead Halls,0004E4DD,OblivionRDCitadel03Hall02,CELL
Deep Bramblepoint Cave,000A794A,BramblePointCave03,CELL
Deetum-Ja's House,000907C5,HarlunsWatchinteriorDeetumJasHouse,CELL
Dementia Prison,0004574E,XPPrisonTestDementia,CELL
Derelict Mine,00015C33,DerelictMine,CELL
Derelict Mine,000579E4,DerelictMine03,CELL
Derelict Mine Tunnels,000579E5,DerelictMine02,CELL
"Derelict Shipwreck, Cabin",0148017C,DerelictSShipwreckVSCabin,CELL
"Derelict Shipwreck, Lower Level",0148017D,DerelictSShipwreckVSLowerSLevel,CELL
"Derelict Shipwreck, Upper Level",0148017E,DerelictSShipwreckVSUpperSLevel,CELL
Deserted Mine,00015C3B,DesertedMine,CELL
Deserted Mine Caverns,000579E8,DesertedMine02,CELL
"Deserted Shipwreck, Cabin",0148017F,DesertedSShipwreckVSCabin,CELL
"Deserted Shipwreck, Lower Level",01480180,DesertedSShipwreckVSLowerSLevel,CELL
"Deserted Shipwreck, Upper Level",01480181,DesertedSShipwreckVSUpperSLevel,CELL
Desolate Mine,00028869,DesolateMine,CELL
"Desolate Shipwreck, Cabin",01480182,DesolateSShipwreckVSCabin,CELL
"Desolate Shipwreck, Lower Level",01480183,DesolateSShipwreckVSLowerSLevel,CELL
"Desolate Shipwreck, Upper Level",01480184,DesolateSShipwreckVSUpperSLevel,CELL
Desolate Well,00091C76,OblivionMqKvatchSmallTower03,CELL
Desolations End,0004F07F,OblivionRD004CitadelMainHall02,CELL
Dining Hall,00007947,AnvilCastleDiningHallandServantQuarters,CELL
Dining Hall,0002CDCB,KvatchCastleDiningHall,CELL
Dirara's Farmhouse,01480185,DiraraAsSFarmhouse,CELL
Dire Warren,00010A74,XPDireWarren01,CELL
"Dire Warren, Subterrane",00010A46,XPDireWarren02,CELL
Dissapla Mine,01480186,DissaplaSMine,CELL
Divine Elegance,0002C164,ICMarketDistrictDivineElegance,CELL
Divine Elegance Basement,00049E26,ICMarketDistrictDivineEleganceBasement,CELL
Divine Elegance Private Quarters,0004B956,ICMarketDistrictDivineEleganceUpstairs,CELL
